player_name,team,position,price,minutes_pg,p_goal,p_assist,p_sot2,attack_pts,dc_pts,cs_pts,bonus_pts,def_actions_pg,fantasy_pts,xpts_rot,p_start,is_pen_taker,value,availability,injured,doubtful,chance_of_playing,fpl_matched,next_fixtures,avg_fdr,fixtures_available,fixture_adj_pts,n_fixtures_next,total_xpts_next,total_xpts_rot,overall_rank,pos_rank,captain_pick
Reinildo Mandava,Sunderland,DEF,4.5,72.0,0.044,0.045,0.027,0.413,1.725,0.633,0.507,7.428571428571428,5.278,4.275,0.81,False,1.173,available,False,False,,True,IPS(A2) · FUL(H2) · BRE(A3) · ARS(H4) · MCI(A5),3.2,True,5.278,5,26.39,21.38,54,39,False
Ola Aina,Nott'm Forest,DEF,4.5,89.8,0.042,0.043,0.026,0.396,1.689,0.688,0.503,7.2,5.276,5.276,1.0,False,1.172,available,False,False,,True,LEE(H2) · LIV(A4) · TOT(H3) · AVL(A4) · COV(H2),3.0,True,5.276,5,26.38,26.38,55,40,False
Matheus Nunes,Man City,DEF,6.0,83.6,0.044,0.044,0.026,0.406,1.616,0.748,0.497,6.800000000000001,5.267,5.267,1.0,False,0.878,available,False,False,,True,BOU(H3) · CRY(A3) · COV(H2) · MUN(A4) · SUN(H2),2.8,True,5.267,5,26.34,26.34,56,41,False
Elliot Anderson,Man City,MID,6.5,81.0,0.068,0.057,0.039,0.532,1.952,0.187,0.594,10.3,5.265,4.423,0.84,False,0.81,available,False,False,,True,BOU(H3) · CRY(A3) · COV(H2) · MUN(A4) · SUN(H2),2.8,True,5.265,5,26.32,22.12,57,11,False
Malick Thiaw,Newcastle,DEF,5.0,90.0,0.044,0.038,0.026,0.387,1.672,0.688,0.497,7.1000000000000005,5.244,5.034,0.96,False,1.049,available,False,False,,True,LIV(H4) · TOT(A3) · BOU(H3) · LEE(A3) · HUL(H2),3.0,True,5.244,5,26.22,25.17,58,42,False
Jake O'Brien,Everton,DEF,5.0,84.6,0.049,0.04,0.027,0.427,1.616,0.688,0.49,6.8,5.221,5.221,1.0,False,1.044,available,False,False,,True,CRY(H3) · BOU(A3) · MUN(H4) · TOT(A3) · IPS(H2),3.0,True,5.221,5,26.1,26.1,59,43,False
Dara O'Shea,Ipswich Town,DEF,4.0,90.0,0.05,0.041,0.028,0.44,1.654,0.633,0.493,7.0,5.22,5.22,1.0,False,1.305,available,False,False,,True,SUN(H2) · MUN(A4) · LIV(H4) · CRY(A3) · EVE(A3),3.2,True,5.22,5,26.1,26.1,60,44,False
Ethan Pinnock,Brentford,DEF,4.5,88.6,0.042,0.034,0.026,0.367,1.43,0.935,0.485,6.0,5.217,4.591,0.88,False,1.159,available,False,False,,True,TOT(H3) · LEE(A3) · SUN(H2) · BOU(A3) · CHE(H4),3.0,True,5.217,5,26.08,22.96,61,45,False
James Garner,Everton,MID,6.0,90.0,0.053,0.056,0.03,0.449,1.975,0.172,0.618,11.3,5.214,0.0,0.0,False,0.869,injured,True,False,0.0,True,CRY(H3) · BOU(A3) · MUN(H4) · TOT(A3) · IPS(H2),3.0,True,5.214,5,26.07,0.0,62,12,False
Piero Hincapié,Arsenal,DEF,5.5,60.8,0.045,0.049,0.027,0.428,1.654,0.633,0.491,7.0,5.206,3.124,0.6,False,0.947,available,False,False,,True,COV(H2) · AVL(A4) · CHE(H4) · SUN(A3) · BHA(A3),3.2,True,5.206,5,26.03,15.62,63,46,False
Trai Hume,Sunderland,DEF,4.5,71.2,0.068,0.065,0.033,0.616,1.459,0.633,0.485,6.111111111111111,5.193,4.31,0.83,False,1.154,available,False,False,,True,IPS(A2) · FUL(H2) · BRE(A3) · ARS(H4) · MCI(A5),3.2,True,5.193,5,25.96,21.55,64,47,False
Ben Davies,Spurs,DEF,4.0,81.0,0.047,0.036,0.026,0.403,1.553,0.748,0.483,6.5,5.187,4.305,0.83,False,1.297,available,False,False,,True,BRE(A3) · NEW(H2) · NFO(A3) · EVE(H3) · AVL(H3),2.8,True,5.187,5,25.94,21.52,65,48,False
Jarrad Branthwaite,Everton,DEF,5.5,69.8,0.046,0.038,0.027,0.404,1.596,0.688,0.482,6.7,5.17,3.878,0.75,False,0.94,available,False,False,,True,CRY(H3) · BOU(A3) · MUN(H4) · TOT(A3) · IPS(H2),3.0,True,5.17,5,25.85,19.39,66,49,False
Lewis Hall,Newcastle,DEF,5.0,67.4,0.054,0.051,0.031,0.491,1.506,0.688,0.481,6.3,5.166,4.288,0.83,False,1.033,available,False,False,,True,LIV(H4) · TOT(A3) · BOU(H3) · LEE(A3) · HUL(H2),3.0,True,5.166,5,25.83,21.44,67,50,False
Michael Keane,Everton,DEF,5.0,75.2,0.047,0.038,0.027,0.41,1.575,0.688,0.479,6.6000000000000005,5.152,4.019,0.78,False,1.03,available,False,False,,True,CRY(H3) · BOU(A3) · MUN(H4) · TOT(A3) · IPS(H2),3.0,True,5.152,5,25.76,20.1,68,51,False
Kenny Tete,Fulham,DEF,4.5,83.8,0.044,0.041,0.026,0.397,1.721,0.535,0.487,7.4,5.14,5.14,1.0,False,1.142,available,False,False,,True,CHE(H4) · SUN(A3) · CRY(H3) · LIV(A4) · MUN(H4),3.6,True,5.14,5,25.7,25.7,69,52,False
Mateus Fernandes,Spurs,MID,6.0,90.0,0.059,0.062,0.033,0.499,1.897,0.187,0.534,9.100000000000001,5.117,5.117,1.0,False,0.853,available,False,False,,True,BRE(A3) · NEW(H2) · NFO(A3) · EVE(H3) · AVL(H3),2.8,True,5.117,5,25.58,25.58,70,13,False
Matty Cash,Aston Villa,DEF,4.5,88.0,0.044,0.043,0.026,0.406,1.53,0.688,0.47,6.4,5.094,5.094,1.0,False,1.132,available,False,False,,True,BHA(A3) · ARS(H4) · HUL(A2) · NFO(H3) · TOT(A3),3.0,True,5.094,5,25.47,25.47,71,53,False
Declan Rice,Arsenal,MID,7.5,84.8,0.081,0.148,0.041,0.866,1.575,0.158,0.492,6.6,5.091,5.091,1.0,False,0.679,available,False,False,,True,COV(H2) · AVL(A4) · CHE(H4) · SUN(A3) · BHA(A3),3.2,True,5.091,5,25.46,25.46,72,14,False
Mathys Tel,Spurs,MID,6.0,68.4,0.126,0.101,0.075,0.967,1.43,0.187,0.495,6.0,5.079,3.2,0.63,True,0.846,available,False,False,,True,BRE(A3) · NEW(H2) · NFO(A3) · EVE(H3) · AVL(H3),2.8,True,5.079,5,25.4,16.0,73,15,False
Beto,Everton,FWD,5.5,70.8,0.228,0.059,0.108,1.139,1.441,0.0,0.498,4.9,5.078,5.078,1.0,False,0.923,available,False,False,,True,CRY(H3) · BOU(A3) · MUN(H4) · TOT(A3) · IPS(H2),3.0,True,5.078,5,25.39,25.39,74,6,False
Luca Netz,Nott'm Forest,DEF,4.5,60.0,0.043,0.042,0.026,0.393,1.53,0.688,0.467,6.4,5.078,3.351,0.66,False,1.128,available,False,False,,True,LEE(H2) · LIV(A4) · TOT(H3) · AVL(A4) · COV(H2),3.0,True,5.078,5,25.39,16.76,75,54,False
Omar Alderete,Sunderland,DEF,5.0,84.6,0.048,0.038,0.027,0.412,1.565,0.633,0.468,6.555555555555555,5.078,5.078,1.0,False,1.016,available,False,False,,True,IPS(A2) · FUL(H2) · BRE(A3) · ARS(H4) · MCI(A5),3.2,True,5.078,5,25.39,25.39,76,55,False
Mikkel Damsgaard,Brentford,MID,5.5,85.4,0.065,0.102,0.036,0.645,1.705,0.234,0.491,7.300000000000001,5.075,5.075,1.0,False,0.923,available,False,False,,True,TOT(H3) · LEE(A3) · SUN(H2) · BOU(A3) · CHE(H4),3.0,True,5.075,5,25.38,25.38,77,16,False
Marcus Tavernier,Bournemouth,MID,6.0,86.4,0.106,0.117,0.075,0.915,1.53,0.134,0.493,6.4,5.072,5.072,1.0,False,0.845,available,False,False,,True,MCI(A5) · EVE(H3) · NEW(A3) · BRE(H3) · LIV(H4),3.6,True,5.072,5,25.36,25.36,78,17,False
Antoine Semenyo,Man City,MID,8.5,75.0,0.226,0.139,0.19,1.632,0.703,0.187,0.546,3.9,5.068,5.068,1.0,True,0.596,available,False,False,,True,BOU(H3) · CRY(A3) · COV(H2) · MUN(A4) · SUN(H2),2.8,True,5.068,5,25.34,25.34,79,18,False
Dan Burn,Newcastle,DEF,5.0,60.2,0.048,0.043,0.027,0.428,1.482,0.688,0.465,6.2,5.063,3.088,0.61,False,1.013,available,False,False,,True,LIV(H4) · TOT(A3) · BOU(H3) · LEE(A3) · HUL(H2),3.0,True,5.063,5,25.32,15.44,80,56,False
Nathan Collins,Brentford,DEF,5.5,90.0,0.045,0.042,0.026,0.405,1.253,0.935,0.466,5.4,5.059,5.059,1.0,True,0.92,available,False,False,,True,TOT(H3) · LEE(A3) · SUN(H2) · BOU(A3) · CHE(H4),3.0,True,5.059,5,25.3,25.3,81,57,False
Ethan Ampadu,Leeds,MID,5.5,90.0,0.053,0.047,0.029,0.417,1.914,0.187,0.53,9.4,5.048,5.048,1.0,False,0.918,available,False,False,,True,NFO(A3) · BRE(H3) · BHA(A3) · NEW(H2) · CRY(H3),2.8,True,5.048,5,25.24,25.24,82,19,False
Martin Ødegaard,Arsenal,MID,6.5,61.4,0.181,0.418,0.094,2.199,0.124,0.158,0.564,2.1,5.045,3.178,0.63,True,0.776,available,False,False,,True,COV(H2) · AVL(A4) · CHE(H4) · SUN(A3) · BHA(A3),3.2,True,5.045,5,25.22,15.89,83,20,False
Rodrigo Bentancur,Spurs,MID,5.5,79.0,0.06,0.059,0.033,0.494,1.851,0.187,0.506,8.5,5.038,5.038,1.0,False,0.916,available,False,False,,True,BRE(A3) · NEW(H2) · NFO(A3) · EVE(H3) · AVL(H3),2.8,True,5.038,5,25.19,25.19,84,21,False
Dango Ouattara,Brentford,MID,6.5,76.2,0.137,0.118,0.094,1.083,1.221,0.234,0.497,5.3,5.035,3.978,0.79,False,0.775,available,False,False,,True,TOT(H3) · LEE(A3) · SUN(H2) · BOU(A3) · CHE(H4),3.0,True,5.035,5,25.18,19.89,85,22,False
Aaron Hickey,Brentford,DEF,4.5,75.4,0.044,0.036,0.027,0.382,1.253,0.935,0.462,5.4,5.032,5.032,1.0,False,1.118,available,False,False,,True,TOT(H3) · LEE(A3) · SUN(H2) · BOU(A3) · CHE(H4),3.0,True,5.032,5,25.16,25.16,86,58,False
Jaka Bijol,Leeds,DEF,5.0,84.8,0.046,0.044,0.027,0.421,1.403,0.748,0.46,5.9,5.032,4.831,0.96,False,1.006,available,False,False,,True,NFO(A3) · BRE(H3) · BHA(A3) · NEW(H2) · CRY(H3),2.8,True,5.032,5,25.16,24.16,87,59,False
Alexis Mac Allister,Liverpool,MID,5.5,75.8,0.124,0.152,0.053,1.097,1.221,0.204,0.49,5.300000000000001,5.012,3.959,0.79,True,0.911,available,False,False,,True,NEW(A3) · NFO(H3) · IPS(A2) · FUL(H2) · BOU(A3),2.6,True,5.012,5,25.06,19.8,88,23,False
Harry Amass,Man Utd,DEF,4.0,66.25,0.055,0.054,0.032,0.508,1.285,0.748,0.458,5.5,4.999,4.249,0.85,False,1.25,available,False,False,,True,HUL(A2) · IPS(H2) · EVE(A3) · MCI(H4) · FUL(A3),2.8,True,4.999,5,24.99,21.24,89,60,False
John Egan,Hull City,DEF,4.0,85.6,0.043,0.035,0.026,0.377,1.53,0.633,0.455,6.4,4.995,4.995,1.0,False,1.249,available,False,False,,True,MUN(H4) · COV(A2) · AVL(H3) · CHE(A4) · NEW(A3),3.2,True,4.995,5,24.98,24.98,90,61,False
Conor Gallagher,Spurs,MID,5.5,87.0,0.082,0.094,0.043,0.71,1.616,0.187,0.475,6.8,4.988,4.489,0.9,False,0.907,available,False,False,,True,BRE(A3) · NEW(H2) · NFO(A3) · EVE(H3) · AVL(H3),2.8,True,4.988,5,24.94,22.44,91,24,False
Iliman Ndiaye,Everton,MID,6.0,90.0,0.085,0.061,0.052,0.631,1.705,0.172,0.48,7.300000000000001,4.988,4.988,1.0,True,0.831,available,False,False,,True,CRY(H3) · BOU(A3) · MUN(H4) · TOT(A3) · IPS(H2),3.0,True,4.988,5,24.94,24.94,92,25,False
William Saliba,Arsenal,DEF,6.0,90.0,0.05,0.065,0.028,0.509,1.375,0.633,0.453,5.8,4.97,0.0,0.0,False,0.828,injured,True,False,0.0,True,COV(H2) · AVL(A4) · CHE(H4) · SUN(A3) · BHA(A3),3.2,True,4.97,5,24.85,0.0,93,62,False
Leny Yoro,Man Utd,DEF,5.0,75.4,0.042,0.035,0.026,0.368,1.403,0.748,0.45,5.9,4.969,3.975,0.8,False,0.994,available,False,False,,True,HUL(A2) · IPS(H2) · EVE(A3) · MCI(H4) · FUL(A3),2.8,True,4.969,5,24.85,19.88,94,63,False
Lisandro Martínez,Man Utd,DEF,5.0,81.6,0.043,0.04,0.026,0.392,1.375,0.748,0.45,5.800000000000001,4.965,3.724,0.75,False,0.993,doubtful,False,True,75.0,True,HUL(A2) · IPS(H2) · EVE(A3) · MCI(H4) · FUL(A3),2.8,True,4.965,5,24.82,18.62,95,64,False
Joachim Andersen,Fulham,DEF,5.0,90.0,0.048,0.04,0.027,0.424,1.553,0.535,0.451,6.5,4.963,0.0,0.0,False,0.993,suspended,True,False,0.0,True,CHE(H4) · SUN(A3) · CRY(H3) · LIV(A4) · MUN(H4),3.6,True,4.963,5,24.82,0.0,96,65,False
Brian Brobbey,Sunderland,FWD,6.0,82.6,0.25,0.059,0.113,1.228,1.228,0.0,0.492,4.25,4.948,4.948,1.0,False,0.825,available,False,False,,True,IPS(A2) · FUL(H2) · BRE(A3) · ARS(H4) · MCI(A5),3.2,True,4.948,5,24.74,24.74,97,7,False
Chris Richards,Crystal Palace,DEF,5.0,74.8,0.047,0.038,0.027,0.408,1.403,0.688,0.448,5.9,4.947,4.106,0.83,False,0.989,available,False,False,,True,EVE(A3) · MCI(H4) · FUL(A3) · IPS(H2) · LEE(A3),3.0,True,4.947,5,24.74,20.53,98,66,False
Youri Tielemans,Man Utd,MID,6.0,86.6,0.057,0.059,0.03,0.477,1.801,0.187,0.481,8.0,4.946,3.512,0.71,False,0.824,doubtful,False,True,75.0,True,HUL(A2) · IPS(H2) · EVE(A3) · MCI(H4) · FUL(A3),2.8,True,4.946,5,24.73,17.56,99,26,False
Pascal Groß,Brighton,MID,5.5,90.0,0.078,0.222,0.04,1.073,1.221,0.172,0.478,5.300000000000001,4.944,4.944,1.0,False,0.899,available,False,False,,True,AVL(H3) · CHE(A4) · LEE(H2) · COV(A2) · ARS(H4),3.0,True,4.944,5,24.72,24.72,100,27,False
Timothy Castagne,Fulham,DEF,4.5,88.6,0.05,0.06,0.028,0.492,1.456,0.535,0.447,6.1,4.93,4.93,1.0,False,1.096,available,False,False,,True,CHE(H4) · SUN(A3) · CRY(H3) · LIV(A4) · MUN(H4),3.6,True,4.93,5,24.65,24.65,101,67,False
Nico O'Reilly,Man City,DEF,6.5,84.8,0.055,0.045,0.029,0.479,1.253,0.748,0.448,5.4,4.928,4.928,1.0,False,0.758,available,False,False,,True,BOU(H3) · CRY(A3) · COV(H2) · MUN(A4) · SUN(H2),2.8,True,4.928,5,24.64,24.64,102,68,False
Pape Matar Sarr,Spurs,MID,5.0,64.0,0.07,0.066,0.037,0.566,1.705,0.187,0.468,7.3,4.926,2.956,0.6,False,0.985,available,False,False,,True,BRE(A3) · NEW(H2) · NFO(A3) · EVE(H3) · AVL(H3),2.8,True,4.926,5,24.63,14.78,103,28,False
Kiernan Dewsbury-Hall,Everton,MID,6.5,89.6,0.074,0.079,0.042,0.625,1.654,0.172,0.465,7.0,4.916,4.916,1.0,False,0.756,available,False,False,,True,CRY(H3) · BOU(A3) · MUN(H4) · TOT(A3) · IPS(H2),3.0,True,4.916,5,24.58,24.58,104,29,False
Amadou Onana,Aston Villa,MID,5.0,90.0,0.054,0.047,0.03,0.426,1.812,0.172,0.472,8.1,4.882,0.0,0.0,False,0.976,injured,True,False,0.0,True,BHA(A3) · ARS(H4) · HUL(A2) · NFO(H3) · TOT(A3),3.0,True,4.882,5,24.41,0.0,105,30,False
Murillo,Nott'm Forest,DEF,5.5,90.0,0.044,0.037,0.026,0.39,1.346,0.688,0.436,5.7,4.86,3.645,0.75,False,0.884,doubtful,False,True,75.0,True,LEE(H2) · LIV(A4) · TOT(H3) · AVL(A4) · COV(H2),3.0,True,4.86,5,24.3,18.23,106,69,False
Daniel Ballard,Sunderland,DEF,5.0,72.2,0.047,0.039,0.027,0.41,1.375,0.633,0.434,5.8,4.852,3.785,0.78,False,0.97,available,False,False,,True,IPS(A2) · FUL(H2) · BRE(A3) · ARS(H4) · MCI(A5),3.2,True,4.852,5,24.26,18.92,107,70,False
Ryan Christie,Bournemouth,MID,5.0,60.4,0.069,0.086,0.038,0.621,1.635,0.134,0.453,6.9,4.843,0.0,0.0,False,0.969,suspended,True,False,0.0,True,MCI(A5) · EVE(H3) · NEW(A3) · BRE(H3) · LIV(H4),3.6,True,4.843,5,24.22,0.0,108,31,False
Morgan Rogers,Chelsea,MID,7.5,87.6,0.107,0.087,0.068,0.825,1.375,0.172,0.454,5.8,4.826,4.826,1.0,False,0.643,available,False,False,,True,FUL(A3) · BHA(H2) · ARS(A5) · HUL(H2) · BRE(A3),3.0,True,4.826,5,24.13,24.13,109,32,False
Malo Gusto,Chelsea,DEF,5.0,87.6,0.053,0.068,0.029,0.535,1.154,0.688,0.437,5.1,4.814,4.814,1.0,False,0.963,available,False,False,,True,FUL(A3) · BHA(H2) · ARS(A5) · HUL(H2) · BRE(A3),3.0,True,4.814,5,24.07,24.07,110,71,False
Mathias Jensen,Brentford,MID,5.5,84.6,0.055,0.097,0.03,0.58,1.553,0.234,0.443,6.5,4.81,4.81,1.0,False,0.875,available,False,False,,True,TOT(H3) · LEE(A3) · SUN(H2) · BOU(A3) · CHE(H4),3.0,True,4.81,5,24.05,24.05,111,33,False
Joelinton,Newcastle,MID,5.5,75.4,0.053,0.042,0.03,0.405,1.777,0.172,0.455,7.8,4.809,2.885,0.6,False,0.874,doubtful,False,True,75.0,True,LIV(H4) · TOT(A3) · BOU(H3) · LEE(A3) · HUL(H2),3.0,True,4.809,5,24.04,14.42,112,34,False
Abdukodir Khusanov,Man City,DEF,5.5,90.0,0.044,0.04,0.026,0.397,1.221,0.748,0.429,5.3,4.795,4.507,0.94,False,0.872,available,False,False,,True,BOU(H3) · CRY(A3) · COV(H2) · MUN(A4) · SUN(H2),2.8,True,4.795,5,23.98,22.53,113,72,False
Joe Rodon,Leeds,DEF,4.5,81.0,0.046,0.04,0.026,0.412,1.204,0.748,0.43,5.25,4.794,3.931,0.82,False,1.065,available,False,False,,True,NFO(A3) · BRE(H3) · BHA(A3) · NEW(H2) · CRY(H3),2.8,True,4.794,5,23.97,19.66,114,73,False
Alex Scott,Bournemouth,MID,6.0,89.8,0.058,0.054,0.033,0.47,1.736,0.134,0.449,7.5,4.789,4.789,1.0,False,0.798,available,False,False,,True,MCI(A5) · EVE(H3) · NEW(A3) · BRE(H3) · LIV(H4),3.6,True,4.789,5,23.94,23.94,115,35,False
Ollie Watkins,Aston Villa,FWD,8.0,74.0,0.262,0.121,0.21,1.504,0.75,0.0,0.509,3.1,4.763,4.001,0.84,True,0.595,available,False,False,,True,BHA(A3) · ARS(H4) · HUL(A2) · NFO(H3) · TOT(A3),3.0,True,4.763,5,23.82,20.01,116,8,False
Yehor Yarmoliuk,Brentford,MID,5.0,87.8,0.051,0.05,0.03,0.418,1.672,0.234,0.437,7.1000000000000005,4.761,4.285,0.9,False,0.952,available,False,False,,True,TOT(H3) · LEE(A3) · SUN(H2) · BOU(A3) · CHE(H4),3.0,True,4.761,5,23.8,21.42,117,36,False
Morgan Gibbs-White,Nott'm Forest,MID,8.0,74.8,0.143,0.125,0.117,1.14,0.974,0.172,0.469,4.6,4.755,3.947,0.83,True,0.594,available,False,False,,True,LEE(H2) · LIV(A4) · TOT(H3) · AVL(A4) · COV(H2),3.0,True,4.755,5,23.78,19.74,118,37,False
Jaidon Anthony,Brentford,MID,6.0,87.4,0.136,0.088,0.085,0.979,1.084,0.234,0.457,4.9,4.754,4.754,1.0,False,0.792,available,False,False,,True,TOT(H3) · LEE(A3) · SUN(H2) · BOU(A3) · CHE(H4),3.0,True,4.754,5,23.77,23.77,119,38,False
Ferdi Kadıoğlu,Brighton,DEF,4.5,90.0,0.055,0.046,0.029,0.482,1.154,0.688,0.426,5.1,4.75,4.75,1.0,False,1.056,available,False,False,,True,AVL(H3) · CHE(A4) · LEE(H2) · COV(A2) · ARS(H4),3.0,True,4.75,5,23.75,23.75,120,74,False
Granit Xhaka,Sunderland,MID,5.5,90.0,0.079,0.118,0.042,0.77,1.375,0.158,0.438,5.800000000000001,4.741,4.551,0.96,False,0.862,available,False,False,,True,IPS(A2) · FUL(H2) · BRE(A3) · ARS(H4) · MCI(A5),3.2,True,4.741,5,23.7,22.76,121,39,False
Lewis Dunk,Brighton,DEF,4.5,90.0,0.054,0.045,0.029,0.474,1.154,0.688,0.424,5.1,4.74,4.74,1.0,False,1.053,available,False,False,,True,AVL(H3) · CHE(A4) · LEE(H2) · COV(A2) · ARS(H4),3.0,True,4.74,5,23.7,23.7,122,75,False
Wesley Fofana,Chelsea,DEF,5.0,77.4,0.043,0.035,0.026,0.372,1.253,0.688,0.419,5.4,4.732,0.0,0.0,False,0.946,suspended,True,False,0.0,True,FUL(A3) · BHA(H2) · ARS(A5) · HUL(H2) · BRE(A3),3.0,True,4.732,5,23.66,0.0,123,76,False
Carlos Baleba,Brighton,MID,5.0,68.6,0.064,0.059,0.034,0.511,1.616,0.172,0.433,6.8,4.732,3.644,0.77,False,0.946,available,False,False,,True,AVL(H3) · CHE(A4) · LEE(H2) · COV(A2) · ARS(H4),3.0,True,4.732,5,23.66,18.22,124,40,False
Ryan Gravenberch,Liverpool,MID,6.0,69.4,0.074,0.074,0.039,0.612,1.482,0.204,0.432,6.2,4.73,3.737,0.79,False,0.788,available,False,False,,True,NEW(A3) · NFO(H3) · IPS(A2) · FUL(H2) · BOU(A3),2.6,True,4.73,5,23.65,18.69,125,41,False
Conor Bradley,Liverpool,DEF,5.0,63.2,0.048,0.06,0.028,0.481,0.974,0.814,0.425,4.6,4.694,0.0,0.0,False,0.939,injured,True,False,0.0,True,NEW(A3) · NFO(H3) · IPS(A2) · FUL(H2) · BOU(A3),2.6,True,4.694,5,23.47,0.0,126,77,False
Nicolas Jackson,Chelsea,FWD,6.5,74.2,0.223,0.068,0.15,1.165,1.053,0.0,0.458,3.8,4.676,3.975,0.85,False,0.719,available,False,False,,True,FUL(A3) · BHA(H2) · ARS(A5) · HUL(H2) · BRE(A3),3.0,True,4.676,5,23.38,19.88,127,9,False
Enzo Fernández,Chelsea,MID,7.0,89.6,0.127,0.158,0.067,1.138,0.898,0.172,0.455,4.4,4.663,4.663,1.0,True,0.666,available,False,False,,True,FUL(A3) · BHA(H2) · ARS(A5) · HUL(H2) · BRE(A3),3.0,True,4.663,5,23.32,23.32,128,42,False
Axel Disasi,Chelsea,DEF,4.5,89.0,0.047,0.039,0.027,0.408,1.119,0.688,0.408,5.0,4.623,4.623,1.0,False,1.027,available,False,False,,True,FUL(A3) · BHA(H2) · ARS(A5) · HUL(H2) · BRE(A3),3.0,True,4.623,5,23.12,23.12,129,78,False
Harry Wilson,Leeds,MID,6.5,63.4,0.147,0.09,0.087,1.046,0.936,0.187,0.445,4.5,4.614,3.83,0.83,True,0.71,available,False,False,,True,NFO(A3) · BRE(H3) · BHA(A3) · NEW(H2) · CRY(H3),2.8,True,4.614,5,23.07,19.15,130,43,False
Rayan Cherki,Man City,MID,7.5,57.0,0.259,0.327,0.197,2.365,0.404,0.187,0.657,3.1,4.613,2.906,0.63,False,0.615,available,False,False,,True,BOU(H3) · CRY(A3) · COV(H2) · MUN(A4) · SUN(H2),2.8,True,4.613,5,23.06,14.53,131,44,False
Saša Lukić,Fulham,MID,5.0,81.0,0.059,0.056,0.032,0.478,1.575,0.134,0.411,6.6,4.598,3.448,0.75,False,0.92,available,False,False,,True,CHE(H4) · SUN(A3) · CRY(H3) · LIV(A4) · MUN(H4),3.6,True,4.598,5,22.99,17.24,132,45,False
Curtis Jones,Liverpool,MID,5.5,89.4,0.052,0.053,0.028,0.43,1.553,0.204,0.408,6.5,4.595,3.998,0.87,False,0.835,available,False,False,,True,NEW(A3) · NFO(H3) · IPS(A2) · FUL(H2) · BOU(A3),2.6,True,4.595,5,22.98,19.99,133,46,False
Nikola Milenković,Nott'm Forest,DEF,5.5,81.0,0.046,0.04,0.026,0.41,1.084,0.688,0.404,4.9,4.586,3.852,0.84,False,0.834,available,False,False,,True,LEE(H2) · LIV(A4) · TOT(H3) · AVL(A4) · COV(H2),3.0,True,4.586,5,22.93,19.26,134,79,False
Kobbie Mainoo,Man Utd,MID,5.5,90.0,0.048,0.046,0.028,0.391,1.596,0.187,0.406,6.7,4.58,4.58,1.0,False,0.833,available,False,False,,True,HUL(A2) · IPS(H2) · EVE(A3) · MCI(H4) · FUL(A3),2.8,True,4.58,5,22.9,22.9,135,47,False
Christian Nørgaard,Arsenal,MID,5.0,74.0,0.058,0.051,0.034,0.46,1.553,0.158,0.407,6.5,4.578,2.197,0.48,False,0.916,available,False,False,,True,COV(H2) · AVL(A4) · CHE(H4) · SUN(A3) · BHA(A3),3.2,True,4.578,5,22.89,10.98,136,48,False
Leif Davis,Ipswich Town,DEF,4.0,72.8,0.045,0.067,0.027,0.483,1.047,0.633,0.405,4.8,4.568,4.568,1.0,False,1.142,available,False,False,,True,SUN(H2) · MUN(A4) · LIV(H4) · CRY(A3) · EVE(A3),3.2,True,4.568,5,22.84,22.84,137,80,False
Evanilson,Bournemouth,FWD,6.0,78.2,0.133,0.057,0.078,0.738,1.412,0.0,0.392,4.800000000000001,4.542,4.542,1.0,True,0.757,available,False,False,,True,MCI(A5) · EVE(H3) · NEW(A3) · BRE(H3) · LIV(H4),3.6,True,4.542,5,22.71,22.71,138,10,False
Florian Wirtz,Liverpool,MID,7.5,71.2,0.155,0.226,0.086,1.491,0.369,0.204,0.47,3.0,4.534,3.718,0.82,False,0.605,available,False,False,,True,NEW(A3) · NFO(H3) · IPS(A2) · FUL(H2) · BOU(A3),2.6,True,4.534,5,22.67,18.59,139,49,False
Noah Sadiki,Sunderland,MID,5.0,83.8,0.061,0.064,0.034,0.511,1.43,0.158,0.395,6.0,4.494,4.494,1.0,False,0.899,available,False,False,,True,IPS(A2) · FUL(H2) · BRE(A3) · ARS(H4) · MCI(A5),3.2,True,4.494,5,22.47,22.47,140,50,False
Eberechi Eze,Arsenal,MID,6.5,69.0,0.145,0.127,0.079,1.142,0.742,0.158,0.437,4.0,4.479,4.255,0.95,True,0.689,available,False,False,,True,COV(H2) · AVL(A4) · CHE(H4) · SUN(A3) · BHA(A3),3.2,True,4.479,5,22.4,21.28,141,51,False
Ibrahim Sangaré,Nott'm Forest,MID,5.0,67.0,0.046,0.044,0.027,0.376,1.53,0.172,0.387,6.4,4.465,3.661,0.82,False,0.893,available,False,False,,True,LEE(H2) · LIV(A4) · TOT(H3) · AVL(A4) · COV(H2),3.0,True,4.465,5,22.32,18.3,142,52,False
Alex Iwobi,Fulham,MID,5.5,76.0,0.097,0.137,0.05,0.919,0.974,0.134,0.412,4.6,4.439,4.439,1.0,False,0.807,available,False,False,,True,CHE(H4) · SUN(A3) · CRY(H3) · LIV(A4) · MUN(H4),3.6,True,4.439,5,22.2,22.2,143,53,False
Micky van de Ven,Spurs,DEF,5.0,90.0,0.05,0.041,0.027,0.433,0.859,0.748,0.392,4.3,4.432,4.432,1.0,False,0.886,available,False,False,,True,BRE(A3) · NEW(H2) · NFO(A3) · EVE(H3) · AVL(H3),2.8,True,4.432,5,22.16,22.16,144,81,False
